[System]
-- specify system name
Name: f21

[Parameter]
-- general syntax is parameter_name : value1, value2, ...
Data_length (int) : 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 251, 252, 253, 254, 255
Reference_Type (int) : 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 251, 252, 253, 254, 255
File_number (int) : 0, 1, 2, 3, 4, 5, 7, 8, 9, 15, 16, 17, 31, 32, 33, 63, 64, 65, 127, 128, 129, 255, 256, 257, 511, 512, 513, 1023, 1024, 1025, 2047, 2048, 2049, 4095, 4096, 4097, 8191, 8192, 8193, 9993, 9994, 9995, 9996, 9997, 9998, 9999, 10000, 10001, 10002, 10003, 10004, 16383, 16384, 16385, 32767, 32768, 32769, 65471, 65472, 65473, 65503, 65504, 65505, 65519, 65520, 65521, 65527, 65528, 65529, 65530, 65531, 65532, 65533, 65534, 65535
Record_number (int) : 0, 1, 2, 3, 4, 5, 7, 8, 9, 15, 16, 17, 31, 32, 33, 63, 64, 65, 127, 128, 129, 255, 256, 257, 511, 512, 513, 1023, 1024, 1025, 2047, 2048, 2049, 4095, 4096, 4097, 8191, 8192, 8193, 9993, 9994, 9995, 9996, 9997, 9998, 9999, 10000, 10001, 10002, 10003, 10004, 16383, 16384, 16385, 32767, 32768, 32769, 65471, 65472, 65473, 65503, 65504, 65505, 65519, 65520, 65521, 65527, 65528, 65529, 65530, 65531, 65532, 65533, 65534, 65535
Record_length (int) : 0, 1, 2, 3, 4, 5, 7, 8, 9, 15, 16, 17, 31, 32, 33, 63, 64, 65, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125, 126, 127, 128, 129, 255, 256, 257, 511, 512, 513, 1023, 1024, 1025, 2047, 2048, 2049, 4095, 4096, 4097, 8191, 8192, 8193, 16383, 16384, 16385, 32767, 32768, 32769, 65471, 65472, 65473, 65503, 65504, 65505, 65519, 65520, 65521, 65527, 65528, 65529, 65530, 65531, 65532, 65533, 65534, 65535
Record_data (int) : 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 243, 244, 245, 246, 247, 248, 249, 250, 251, 252, 253, 254, 255, 256, 257, 258, 259, 260, 261, 507, 508, 509, 510, 511, 512, 513, 514, 515, 516, 517, 1019, 1020, 1021, 1022, 1023, 1024, 1025, 1026, 1027, 1028, 1029, 1436, 1437, 1438, 1439, 1440, 1441, 1442, 1443, 1444, 1445, 1446, 1447, 1448, 1449, 1450, 1451, 1452, 1453, 1454, 1455, 1456, 1457, 1458, 1459, 2043, 2044, 2045, 2046, 2047, 2048, 2049, 2050, 2051, 2052, 2053, 4091, 4092, 4093, 4094, 4095, 4096, 4097, 4098, 4099, 4100, 4101, 5000, 8187, 8188, 8189, 8190, 8191, 8192, 8193, 8194, 8195, 8196, 8197, 10000, 16379, 16380, 16381, 16382, 16383, 16384, 16385, 16386, 16387, 16388, 16389, 20000, 32763, 32764, 32765, 32766, 32767, 32768, 32769, 32770, 32771, 32772, 32773, 65533, 65534, 65535, 65536, 65537

[Relation]
-- this section is optional
-- general format Rx : (p1, p2, ..., pk, Strength)

[Constraint]
-- this section is also optional
Record_data!=2*Record_length
Record_data%2!=0

[Test Set]
-- set existing test set for extend mode. this is also optional
-- * represents don't-care value
Data_length,Reference_Type,File_number,Record_number,Record_length,Record_data
18,21,65528,9997,2048,1029
19,34,65529,9998,65505,1029
130,60,65530,9999,15,1029
36,64,65531,10000,125,1029
255,125,65532,10001,513,1029
21,132,65533,10002,8191,1029
27,252,65534,10003,1024,1029
253,5,65535,10004,4097,1029
8,27,0,16384,16384,1437
11,251,1,16385,16385,1437
15,18,2,32767,32767,1437
64,59,3,32768,32768,1437
0,253,4,32769,32769,1437
37,9,5,65471,65533,1437
59,124,7,65472,0,1437
63,133,8,65473,2,1437
69,29,9,65503,4096,1437
31,60,15,65504,4097,1437
128,33,16,65505,8191,1437
61,66,17,65519,8192,1437
67,13,31,65520,65503,1437
66,64,32,65521,65519,1437
14,12,33,65527,8193,1437
32,37,63,65528,16383,1437
28,7,64,65529,65527,1437
29,1,65,65530,65472,1437
129,3,127,65531,65504,1437
13,0,128,65532,65532,1437
10,20,129,65533,2049,1437
12,61,255,65534,65471,1437
127,30,256,65535,65529,1437
20,127,257,0,65530,1437
252,31,511,1,65531,1437
17,4,512,2,122,1437
125,15,513,3,123,1437
133,125,1023,4,65473,1437
9,129,1024,5,65528,1437
34,63,1025,7,65534,1437
35,8,2047,8,65535,1437
131,19,2048,9,116,1437
255,6,2049,15,124,1437
6,36,4095,16,125,1437
251,35,4096,17,127,1437
2,17,4097,31,128,1437
5,128,8191,32,129,1437
19,17,8192,33,7,1437
60,126,8193,63,8,1437
18,11,9993,64,2047,1437
132,68,9994,65,65505,1437
36,255,9995,127,64,1437
123,16,9996,128,65,1437
7,132,9997,129,255,1437
62,69,9998,255,65520,1437
68,252,9999,256,5,1437
130,21,10000,257,117,1437
33,37,10001,511,118,1437
9,124,10002,512,119,1437
21,131,10003,513,1025,1437
30,62,10004,1023,33,1437
124,36,16383,1024,120,1437
16,32,16384,1025,513,1437
253,34,16385,2047,1023,1437
254,123,32767,2048,63,1437
69,27,32768,2049,31,1437
3,28,32769,4095,32,1437
4,127,65471,4096,121,1437
65,14,65472,4097,17,1437
1,67,65473,8191,16,1437
64,130,65503,8192,511,1437
0,5,65504,8193,512,1437
14,59,65505,9993,15,1437
17,126,65519,9994,126,1437
18,128,65520,9995,255,1437
20,3,65521,9996,256,1437
12,4,65527,9997,1024,1437
129,10,65528,9998,9,1437
27,254,65529,9999,257,1437
35,28,65530,10000,2048,1437
28,32,65531,10001,65521,1437
29,65,65532,10002,1,1437
59,129,65533,10003,4095,1437
65,253,65534,10004,8192,1437
3,61,65535,16383,8193,1437
28,35,0,16385,65505,1439
0,126,1,32767,65519,1439
33,1,2,32768,65533,1439
255,17,3,32769,4096,1439
68,29,4,65471,65535,1439
36,0,5,65472,126,1439
2,2,7,65473,2049,1439
7,11,8,65503,16383,1439
13,123,9,65504,16384,1439
14,9,15,65505,16385,1439
10,31,16,65519,32767,1439
66,7,17,65520,32768,1439
130,34,31,65521,32769,1439
126,28,32,65527,65521,1439
127,254,33,65528,65472,1439
37,5,63,65529,65528,1439
133,15,64,65530,65529,1439
5,20,65,65531,8191,1439
30,27,127,65532,8192,1439
11,8,128,65533,65471,1439
19,33,129,65534,65504,1439
63,131,255,65535,65534,1439
125,18,256,0,33,1439
60,36,257,1,63,1439
15,37,511,2,116,1439
6,127,512,3,4095,1439
62,21,513,4,65530,1439
132,59,1023,5,2,1439
31,13,1024,7,3,1439
32,28,1025,8,64,1439
61,253,2047,9,123,1439
67,133,2048,15,118,1439
123,255,2049,16,119,1439
128,19,4095,17,65473,1439
252,13,4096,31,0,1439
59,128,4097,32,2047,1439
64,66,8191,33,65532,1439
131,14,8192,63,16,1439
253,32,8193,64,7,1439
254,65,9993,65,9,1439
4,3,9994,127,17,1439
251,69,9995,128,31,1439
21,253,9996,129,65520,1439
60,68,9997,255,4,1439
34,33,9998,256,65,1439
35,30,9999,257,122,1439
16,63,10000,511,125,1439
20,251,10001,512,1024,1439
27,11,10002,513,2048,1439
124,129,10003,1023,15,1439
12,252,10004,1024,121,1439
31,5,16383,1025,122,1439
33,6,16384,2047,128,1439
132,130,16385,2048,32,1439
127,62,32767,2049,5,1439
1,64,32768,4095,117,1439
9,4,32769,4096,127,1439
63,124,65471,4097,255,1439
69,18,65472,8191,511,1439
3,132,65473,8192,512,1439
13,133,65503,8193,513,1439
8,133,65504,9993,1023,1439
133,60,65505,9994,65503,1439
14,61,65519,9995,124,1439
15,131,65520,9996,257,1439
127,16,65521,9997,129,1439
128,12,65527,9998,256,1439
129,34,65528,9999,1025,1439
131,36,65529,10000,32768,1439
133,1,65530,10001,32769,1439
29,66,65531,10002,65531,1439
129,8,65532,10003,4097,1439
251,67,65533,10004,8193,1439
17,63,65534,16383,1,1439
18,125,65535,16384,120,1439
31,0,0,32767,65533,1441
125,125,1,32768,0,1441
126,128,2,32769,7,1441
29,252,3,65471,8,1441
132,16,4,65472,65472,1441
251,17,5,65473,65535,1441
12,35,7,65503,3,1441
67,132,8,65504,4,1441
253,255,9,65505,2049,1441
4,20,15,65519,65504,1441
30,252,16,65520,65505,1441
128,9,17,65521,5,1441
252,19,31,65527,15,1441
37,123,32,65528,32767,1441
68,2,33,65529,16384,1441
124,12,63,65530,4096,1441
123,15,64,65531,4097,1441
13,21,65,65532,16385,1441
1,37,127,65533,65531,1441
9,130,128,65534,116,1441
11,32,129,65535,122,1441
2,7,255,0,65532,1441
14,62,256,1,65519,1441
1,68,257,2,65527,1441
18,10,511,3,65528,1441
16,11,512,4,118,1441
17,31,513,5,119,1441
62,126,1023,7,120,1441
10,6,1024,8,65473,1441
19,1,1025,9,2,1441
133,30,2047,15,125,1441
15,13,2048,16,126,1441
28,124,2049,17,512,1441
61,8,4095,31,513,1441
0,65,4096,32,1023,1441
65,251,4097,33,65520,1441
66,29,8191,63,65521,1441
4,18,8192,64,65534,1441
6,63,8193,65,63,1441
20,131,9993,127,64,1441
32,4,9994,128,16383,1441
59,3,9995,129,32769,1441
61,33,9996,255,117,1441
21,64,9997,256,2047,1441
36,5,9998,257,1025,1441
60,130,9999,511,4095,1441
63,60,10000,512,121,1441
254,35,10001,513,123,1441
255,66,10002,1023,511,1441
64,3,10003,1024,32,1441
27,67,10004,1025,33,1441
33,28,16383,2047,65,1441
34,255,16384,2048,8191,1441
129,127,16385,2049,16,1441
8,11,32767,4095,255,1441
130,35,32768,4096,2048,1441
5,13,32769,4097,128,1441
125,59,65471,8191,129,1441
7,7,65472,8192,256,1441
11,253,65473,8193,257,1441
69,33,65503,9993,1024,1441
5,69,65504,9994,32768,1441
7,36,65505,9995,17,1441
127,0,65519,9996,31,1441
10,132,65520,9997,124,1441
17,59,65521,9998,127,1441
31,254,65527,9999,2049,1441
61,61,65528,10000,65529,1441
130,6,65529,10001,65530,1441
37,14,65530,10002,65471,1441
35,16,65531,10003,9,1441
3,34,65532,10004,65533,1441
68,123,65533,16383,65503,1441
36,133,65534,16384,65535,1441
131,254,65535,16385,0,1441
124,34,0,32768,64,1443
8,124,1,32769,16383,1443
27,129,2,65471,16384,1443
2,8,3,65472,16385,1443
59,1,4,65473,1,1443
254,251,5,65503,2,1443
129,4,7,65504,8192,1443
255,131,8,65505,8193,1443
21,0,9,65519,3,1443
28,21,15,65520,4,1443
32,123,16,65521,8,1443
68,66,17,65527,9,1443
37,12,31,65528,65527,1443
6,15,32,65529,4096,1443
33,18,33,65530,32768,1443
34,64,63,65531,65472,1443
61,60,64,65532,65473,1443
67,126,65,65533,65504,1443
252,20,127,65534,65505,1443
253,128,128,65535,65521,1443
10,27,129,0,65529,1443
20,6,255,1,16,1443
62,10,256,2,117,1443
13,9,257,3,125,1443
65,69,511,4,65535,1443
125,253,512,5,120,1443
128,33,513,7,32767,1443
18,16,1023,8,65519,1443
131,133,1024,9,121,1443
17,15,1025,15,2047,1443
66,37,2047,16,32769,1443
123,17,2048,17,124,1443
15,19,2049,31,127,1443
132,5,4095,32,65532,1443
133,68,4096,33,5,1443
127,7,4097,63,257,1443
251,30,8191,64,511,1443
19,3,8192,65,129,1443
30,29,8193,127,2048,1443
31,62,9993,128,65528,1443
9,63,9994,129,7,1443
5,14,9995,255,65530,1443
64,59,9996,256,512,1443
67,127,9997,257,0,1443
60,252,9998,511,255,1443
126,2,9999,512,256,1443
10,65,10000,513,65533,1443
63,255,10001,1023,65534,1443
3,35,10002,1024,31,1443
16,61,10003,1025,2049,1443
36,254,10004,2047,119,1443
60,13,16383,2048,123,1443
130,125,16384,2049,126,1443
14,67,16385,4095,17,1443
0,31,32767,4096,116,1443
7,18,32768,4097,118,1443
11,68,32769,8191,122,1443
59,11,65471,8192,32,1443
29,130,65472,8193,33,1443
253,1,65473,9993,65471,1443
251,28,65503,9994,65472,1443
69,62,65504,9995,513,1443
1,126,65505,9996,1023,1443
7,127,65519,9997,1025,1443
8,132,65520,9998,128,1443
12,19,65521,9999,63,1443
19,32,65527,10000,65,1443
20,9,65528,10001,4095,1443
13,15,65529,10002,15,1443
35,36,65530,10003,65520,1443
4,124,65531,10004,65531,1443
32,60,65532,16383,65532,1443
252,69,65533,16384,1024,1443
30,64,65534,16385,4097,1443
63,128,65535,32767,8191,1443
127,11,0,32769,65535,1445
0,37,1,65471,65527,1445
6,67,2,65472,1,1445
11,69,3,65473,256,1445
19,66,4,65503,8193,1445
131,29,5,65504,16383,1445
37,0,7,65505,65503,1445
66,13,8,65519,7,1445
123,32,9,65520,8,1445
1,10,15,65521,16384,1445
62,60,16,65527,16385,1445
126,34,17,65528,65471,1445
29,8,31,65529,65505,1445
128,17,32,65530,8192,1445
124,19,33,65531,65529,1445
255,31,63,65532,65530,1445
64,20,64,65533,126,1445
35,7,65,65534,127,1445
254,65,127,65535,4097,1445
4,68,128,0,8191,1445
36,129,129,1,32769,1445
129,251,255,2,32767,1445
252,12,256,3,4096,1445
34,6,257,4,2,1445
28,27,511,5,3,1445
65,132,512,7,65504,1445
132,2,513,8,32768,1445
3,15,1023,9,4,1445
14,36,1024,15,5,1445
18,123,1025,16,124,1445
130,5,2047,17,65519,1445
2,63,2048,31,65473,1445
21,252,2049,32,65503,1445
15,9,4095,33,128,1445
63,4,4096,63,129,1445
8,35,4097,64,1024,1445
20,128,8191,65,2048,1445
5,9,8192,127,65531,1445
9,30,8193,128,65532,1445
251,254,9993,129,65533,1445
253,125,9994,255,65,1445
254,61,9995,256,116,1445
34,21,9996,257,119,1445
61,59,9997,511,120,1445
69,126,9998,512,0,1445
133,124,9999,513,118,1445
13,131,10000,1023,123,1445
16,253,10001,1024,65521,1445
21,255,10002,1025,9,1445
30,16,10003,2047,2047,1445
17,130,10004,2048,2049,1445
68,1,16383,2049,17,1445
125,3,16384,4095,31,1445
59,8,16385,4096,33,1445
31,20,32767,4097,63,1445
33,21,32768,8191,121,1445
60,33,32769,8192,122,1445
16,64,65471,8193,65472,1445
27,127,65472,9993,65473,1445
255,18,65473,9994,117,1445
12,4,65503,9995,16,1445
67,124,65504,9996,65520,1445
123,30,65505,9997,32,1445
1,62,65519,9998,1023,1445
3,129,65520,9999,2047,1445
10,12,65521,10000,64,1445
32,14,65527,10001,255,1445
133,133,65528,10002,511,1445
7,14,65529,10003,512,1445
9,18,65530,10004,1025,1445
65,28,65531,16383,65534,1445
0,35,65532,16384,2,1445
37,31,65533,16385,125,1445
59,32,65534,32767,4095,1445
66,62,65535,32768,16383,1445
62,6,0,65471,119,1447
10,10,1,65472,512,1447
6,251,2,65473,513,1447
31,28,3,65503,1023,1447
64,7,4,65504,3,1447
33,67,5,65505,4,1447
15,133,7,65519,5,1447
21,68,8,65520,65504,1447
63,66,9,65521,65520,1447
5,0,15,65527,32,1447
2,37,16,65528,33,1447
124,27,17,65529,65519,1447
18,132,31,65530,8193,1447
28,123,32,65531,65528,1447
66,125,33,65532,65527,1447
69,65,63,65533,125,1447
125,13,64,65534,65503,1447
0,16,65,65535,65530,1447
17,34,127,0,65533,1447
67,60,128,1,65534,1447
130,5,129,2,1,1447
132,20,255,3,8192,1447
35,17,256,4,17,1447
126,21,257,5,65472,1447
131,9,511,7,65505,1447
27,251,512,8,16385,1447
11,11,513,9,8,1447
12,27,1023,15,9,1447
13,31,1024,16,32767,1447
32,29,1025,17,32768,1447
36,129,2047,31,65521,1447
37,2,2048,32,511,1447
252,3,2049,33,2048,1447
14,64,4095,63,1024,1447
255,8,4096,64,15,1447
1,14,4097,65,16384,1447
60,15,8191,127,0,1447
61,252,8192,128,4096,1447
68,254,8193,129,16383,1447
8,124,9993,255,2,1447
3,2,9994,256,63,1447
19,255,9995,257,65473,1447
12,19,9996,511,7,1447
253,36,9997,512,65532,1447
4,21,9998,513,65531,1447
20,19,9999,1023,120,1447
14,253,10000,1024,16,1447
29,1,10001,1025,64,1447
34,30,10002,2047,121,1447
127,59,10003,2048,122,1447
30,63,10004,2049,65471,1447
65,69,16383,4095,124,1447
133,18,16384,4096,129,1447
128,30,16385,4097,257,1447
7,127,32767,8191,4095,1447
59,123,32768,8192,255,1447
123,252,32769,8193,256,1447
2,3,65471,9993,8191,1447
6,4,65472,9994,118,1447
13,128,65473,9995,1025,1447
129,7,65503,9996,2047,1447
251,126,65504,9997,65,1447
9,131,65505,9998,116,1447
254,29,65519,9999,117,1447
16,61,65520,10000,123,1447
64,33,65521,10001,4097,1447
129,35,65527,10002,65529,1447
65,66,65528,10003,128,1447
66,130,65529,10004,2049,1447
132,131,65530,16383,127,1447
4,11,65531,16384,513,1447
35,62,65532,16385,32769,1447
28,2,65533,32767,65535,1447
253,130,65534,32768,31,1447
61,12,65535,32769,16384,1447
68,27,0,65472,65528,1449
18,254,1,65473,65529,1449
125,16,2,65503,257,1449
15,68,3,65504,511,1449
32,15,4,65505,512,1449
65,30,5,65519,513,1449
126,36,7,65520,1023,1449
253,125,8,65521,1024,1449
8,10,9,65527,1025,1449
19,32,15,65528,1,1449
20,61,16,65529,65472,1449
64,69,17,65530,32767,1449
125,29,31,65531,65519,1449
131,7,32,65532,16383,1449
123,0,33,65533,3,1449
69,13,63,65534,16385,1449
255,33,64,65535,65520,1449
62,59,65,0,4096,1449
0,255,127,1,65471,1449
10,9,128,2,8193,1449
254,6,129,3,65533,1449
9,1,255,4,0,1449
27,63,256,5,65504,1449
124,67,257,7,8192,1449
127,132,511,8,65527,1449
29,66,512,9,127,1449
37,37,513,15,128,1449
129,126,1023,16,32768,1449
252,14,1024,17,8,1449
30,18,1025,31,4,1449
11,17,2047,32,5,1449
21,251,2048,33,65505,1449
28,123,2049,63,32,1449
34,2,4095,64,126,1449
59,11,4096,65,65530,1449
128,253,4097,127,7,1449
60,253,8191,128,15,1449
66,60,8192,129,64,1449
67,34,8193,255,32769,1449
6,21,9993,256,65521,1449
7,31,9994,257,65532,1449
36,35,9995,511,65534,1449
15,19,9996,512,65535,1449
2,30,9997,513,116,1449
5,20,9998,1023,117,1449
130,128,9999,1024,2,1449
61,132,10000,1025,119,1449
130,5,10001,2047,120,1449
31,8,10002,2048,121,1449
33,4,10003,2049,125,1449
63,13,10004,4095,129,1449
132,129,16383,4096,255,1449
2,64,16384,4097,256,1449
3,252,16385,8191,65,1449
126,133,32767,8192,118,1449
251,20,32768,8193,123,1449
0,64,32769,9993,124,1449
12,12,65471,9994,2047,1449
13,28,65472,9995,63,1449
14,65,65473,9996,65473,1449
133,62,65503,9997,31,1449
33,63,65504,9998,2048,1449
35,66,65505,9999,2049,1449
18,37,65519,10000,4095,1449
124,68,65520,10001,4096,1449
16,17,65521,10002,4097,1449
21,127,65527,10003,8191,1449
31,255,65528,10004,17,1449
1,3,65529,16383,33,1449
34,4,65530,16384,65531,1449
130,126,65531,16385,3,1449
4,131,65532,32767,122,1449
17,8,65533,32768,16,1449
62,14,65534,32769,65,1449
128,29,65535,65471,16385,1449
123,10,0,65473,126,1451
127,37,1,65503,127,1451
252,12,2,65504,65503,1451
65,13,3,65505,2,1451
9,128,4,65519,9,1451
31,123,5,65520,15,1451
33,252,7,65521,257,1451
36,1,8,65527,511,1451
60,61,9,65528,512,1451
29,0,15,65529,513,1451
253,29,16,65530,65527,1451
251,2,17,65531,2047,1451
255,69,31,65532,2048,1451
124,32,32,65533,65530,1451
62,35,33,65534,65531,1451
6,12,63,65535,1023,1451
59,129,64,0,8192,1451
17,130,65,1,65528,1451
12,254,127,2,65529,1451
69,31,128,3,4,1451
126,59,129,4,16384,1451
66,3,255,5,1,1451
67,16,256,7,8193,1451
8,27,257,8,16383,1451
15,36,511,9,32768,1451
20,127,512,15,32767,1451
21,65,513,16,65471,1451
28,9,1023,17,7,1451
37,7,1024,31,32769,1451
125,4,1025,32,65504,1451
27,133,2047,33,65472,1451
13,251,2048,63,65519,1451
254,8,2049,64,65520,1451
10,15,4095,65,16,1451
133,17,4096,127,124,1451
30,60,4097,128,65473,1451
32,11,8191,129,32,1451
63,15,8192,255,33,1451
35,66,8193,256,117,1451
64,68,9993,257,3,1451
130,21,9994,511,5,1451
1,124,9995,512,8,1451
37,63,9996,513,65534,1451
0,34,9997,1023,65535,1451
131,14,9998,1024,119,1451
2,15,9999,1025,120,1451
5,20,10000,2047,4095,1451
7,125,10001,2048,4096,1451
16,67,10002,2049,128,1451
61,124,10003,4095,8191,1451
68,131,10004,4096,256,1451
129,255,16383,4097,2049,1451
19,33,16384,8191,16385,1451
34,126,16385,8192,32767,1451
4,6,32767,8193,4097,1451
128,7,32768,9993,65505,1451
132,16,32769,9994,63,1451
11,64,65471,9995,64,1451
18,129,65472,9996,123,1451
252,10,65473,9997,125,1451
255,28,65503,9998,255,1451
132,132,65504,9999,121,1451
14,34,65505,10000,122,1451
3,0,65519,10001,129,1451
64,5,65520,10002,65521,1451
8,9,65521,10003,116,1451
11,62,65527,10004,118,1451
63,0,65528,16383,1025,1451
66,65,65529,16384,65533,1451
20,7,65530,16385,17,1451
15,19,65531,32767,31,1451
28,31,65532,32768,1024,1451
67,32,65533,32769,65532,1451
254,36,65534,65471,0,1451
5,127,65535,65472,9,1451
17,125,0,65503,65503,1453
21,17,1,65504,65531,1453
254,253,2,65505,65532,1453
132,60,3,65519,65471,1453
124,6,4,65520,257,1453
131,254,5,65521,65504,1453
3,67,7,65527,65505,1453
125,37,8,65528,513,1453
126,1,9,65529,1023,1453
59,131,15,65530,1024,1453
133,5,16,65531,8192,1453
63,11,17,65532,16384,1453
28,4,31,65533,511,1453
68,12,32,65534,512,1453
36,36,33,65535,65519,1453
0,28,63,0,65521,1453
62,69,64,1,65533,1453
123,0,65,2,64,1453
14,8,127,3,65,1453
29,252,128,4,65527,1453
16,251,129,5,65535,1453
30,68,255,7,2,1453
11,130,256,8,1,1453
10,132,257,9,0,1453
4,18,511,15,8193,1453
8,123,512,16,4,1453
7,255,513,17,15,1453
31,27,1023,31,65472,1453
129,59,1024,32,7,1453
6,10,1025,33,126,1453
19,129,2047,63,1025,1453
127,9,2048,64,4096,1453
27,65,2049,65,65528,1453
64,133,4095,127,8191,1453
1,27,4096,128,17,1453
13,66,4097,129,31,1453
69,127,8191,255,16385,1453
128,16,8192,256,32768,1453
251,62,8193,257,65530,1453
33,64,9993,511,16,1453
35,33,9994,512,117,1453
12,128,9995,513,122,1453
60,13,9996,1023,4097,1453
32,126,9997,1024,8,1453
37,61,9998,1025,121,1453
67,2,9999,2047,3,1453
255,3,10000,2048,127,1453
15,21,10001,2049,128,1453
252,31,10002,4095,2047,1453
27,7,10003,4096,124,1453
67,29,10004,4097,125,1453
2,30,16383,8191,16383,1453
9,35,16384,8192,65473,1453
20,32,16385,8193,255,1453
130,19,32767,9993,119,1453
36,63,32768,9994,120,1453
61,133,32769,9995,129,1453
251,34,65471,9996,118,1453
253,124,65472,9997,123,1453
5,131,65473,9998,2049,1453
18,255,65503,9999,32767,1453
34,18,65504,10000,32769,1453
251,69,65505,10001,65520,1453
65,20,65519,10002,116,1453
66,60,65520,10003,256,1453
69,15,65521,10004,2048,1453
129,64,65527,16383,4095,1453
130,253,65528,16384,5,1453
21,14,65529,16385,65534,1453
32,69,65530,32767,4,1453
131,59,65531,32768,33,1453
10,125,65532,32769,65529,1453
9,11,65533,65471,32,1453
7,10,65534,65472,63,1453
0,28,65535,65473,118,1453
68,17,0,65504,123,1455
59,5,1,65505,129,1455
64,8,2,65519,255,1455
63,126,3,65520,65519,1455
62,31,4,65521,65503,1455
69,65,5,65527,8191,1455
31,19,7,65528,8193,1455
60,28,8,65529,4095,1455
10,33,9,65530,16384,1455
9,18,15,65531,65471,1455
29,124,16,65532,65529,1455
37,251,17,65533,257,1455
123,254,31,65534,1,1455
253,125,32,65535,8,1455
1,128,33,0,513,1455
126,67,63,1,65532,1455
254,35,64,2,65535,1455
251,21,65,3,65534,1455
255,27,127,4,32769,1455
19,7,128,5,121,1455
6,0,129,7,16383,1455
128,252,255,8,65528,1455
34,37,256,9,65533,1455
36,62,257,15,65505,1455
61,129,511,16,5,1455
127,10,512,17,65472,1455
16,30,513,31,65504,1455
30,61,1023,32,9,1455
32,63,1024,33,15,1455
17,132,1025,63,8192,1455
124,6,2047,64,65527,1455
131,130,2048,65,2047,1455
252,12,2049,127,2049,1455
20,133,4095,128,65520,1455
28,123,4096,129,65521,1455
33,3,4097,255,65527,1455
66,4,8191,256,7,1455
129,1,8192,257,116,1455
133,60,8193,511,17,1455
61,64,9993,512,33,1455
4,8,9994,513,119,1455
8,9,9995,1023,124,1455
11,13,9996,1024,125,1455
13,36,9997,1025,65530,1455
14,255,9998,2047,2,1455
35,34,9999,2048,126,1455
125,127,10000,2049,128,1455
2,16,10001,4095,122,1455
3,2,10002,4096,126,1455
132,66,10003,4097,127,1455
65,29,10004,8191,64,1455
15,59,16383,8192,65,1455
68,37,16384,8193,32768,1455
5,68,16385,9993,511,1455
21,253,32767,9994,512,1455
19,32,32768,9995,1023,1455
18,62,32769,9996,1024,1455
68,128,65471,9997,1025,1455
124,61,65472,9998,16385,1455
0,69,65473,9999,2048,1455
12,252,65503,10000,4096,1455
27,20,65504,10001,32767,1455
34,128,65505,10002,31,1455
252,67,65519,10003,32,1455
67,0,65520,10004,117,1455
252,68,65521,16383,118,1455
130,6,65527,16384,120,1455
12,63,65528,16385,256,1455
32,131,65529,32767,63,1455
7,30,65530,32768,65531,1455
13,68,65531,32769,3,1455
62,11,65532,65471,4,1455
30,17,65533,65472,0,1455
69,254,65534,65473,15,1455
123,31,65535,65503,16,1455
60,124,0,65505,121,1457
34,15,1,65519,65473,1457
1,19,2,65520,65520,1457
126,130,3,65521,63,1457
6,2,4,65527,4097,1457
127,14,5,65528,1025,1457
32,1,7,65529,2047,1457
12,60,8,65530,2048,1457
18,126,9,65531,65503,1457
15,36,15,65532,65519,1457
16,37,16,65533,120,1457
132,6,17,65534,65521,1457
5,66,31,65535,64,1457
14,27,32,0,65,1457
20,32,33,1,257,1457
3,11,63,2,0,1457
4,16,64,3,16,1457
63,10,65,4,119,1457
131,33,127,5,128,1457
253,251,128,7,17,1457
255,35,129,8,8192,1457
17,12,255,9,8193,1457
129,17,256,15,16385,1457
133,65,257,16,65504,1457
9,13,511,17,1,1457
124,34,512,31,9,1457
130,132,513,32,65472,1457
29,254,1023,33,31,1457
30,9,1024,63,16384,1457
125,61,1025,64,65505,1457
21,4,2047,65,15,1457
27,20,2048,127,65527,1457
37,18,2049,128,65529,1457
8,125,4095,129,116,1457
65,133,4096,255,65528,1457
11,3,4097,256,65531,1457
28,0,8191,257,65533,1457
66,69,8192,511,65535,1457
123,64,8193,512,7,1457
128,67,9993,513,8,1457
6,5,9994,1023,3,1457
254,59,9995,1024,4,1457
251,7,9996,1025,32,1457
62,252,9997,2047,118,1457
10,68,9998,2048,123,1457
13,253,9999,2049,124,1457
35,255,10000,4095,125,1457
64,29,10001,4096,126,1457
33,129,10002,4097,129,1457
36,7,10003,8191,255,1457
31,65,10004,8192,127,1457
